"Standardized_names","provinces","n.provinces","population.total","area.total","density"
"Acmella oleracea","BJ, HL, JS, SC, TW",5,24389.5,110.3,221.11967361740707
"Acoelorrhaphe wrightii","BJ, FJ, GD, JX, SH, TW, YN, ZJ",8,37778,101.9369,370.6018134748065
"Acokanthera oblongifolia","TW",1,2339,3.6,649.7222222222222
"Acokanthera oppositifolia","YN",1,4671,39,119.76923076923077
"Aconitum pterocaule","JX",1,4496.5,17,264.5
"Aconitum uncinatum","ZJ",1,6019,10,601.9
"Aconitum variegatum","BJ, TW",2,4445.5,5.3,838.7735849056604
"Acriopsis liliifolia","BJ, SH, TW",3,6867.5,5.934,1157.313784967981
"Acrocomia aculeata","FJ",1,3972.5,12,331.0416666666667
"Acrocomia crispa","FJ, YN",2,8643.5,51,169.48039215686273
"Actaea racemosa","BJ",1,2106.5,1.7,1239.1176470588236
"Actaea spicata","BJ",1,2106.5,1.7,1239.1176470588236
"Actinidia arguta var. hypoleuca","HB",1,5752.5,19,302.7631578947368
"Actiniopteris semiflabellata","BJ",1,2106.5,1.7,1239.1176470588236
"Actinokentia divaricata","GD, YN",2,16422.5,57.0029,288.0993774000972
"Actinorhytis calapparia","FJ, YN",2,8643.5,51,169.48039215686273
"Actinostrobus arenarius","TW",1,2339,3.6,649.7222222222222
"Actinostrobus pyramidalis","TW",1,2339,3.6,649.7222222222222
"Actinotus helianthi","TW",1,2339,3.6,649.7222222222222
"Adansonia digitata","FJ, GD, HI, JS, SH, TW, YN",7,34357,86.6369,396.5631272587085
"Adansonia fony var. rubrostipa","TW",1,2339,3.6,649.7222222222222
"Adansonia grandidieri","FJ, TW",2,6311.5,15.6,404.5833333333333
"Adansonia gregorii","FJ",1,3972.5,12,331.0416666666667
"Adansonia madagascariensis","TW",1,2339,3.6,649.7222222222222
"Adansonia perrieri","TW",1,2339,3.6,649.7222222222222
"Adansonia suarezensis","TW",1,2339,3.6,649.7222222222222
"Adansonia za","TW",1,2339,3.6,649.7222222222222
"Adelobotrys panamensis","TW",1,2339,3.6,649.7222222222222
"Adenanthera aglaosperma","GD",1,11751.5,18.0029,652.7559448755478
"Adenia aculeata","FJ, TW",2,6311.5,15.6,404.5833333333333
"Adenia ballyi","FJ, YN",2,8643.5,51,169.48039215686273
"Adenia digitata","BJ, GD, TW",3,16197,23.3029,695.0637045174634
"Adenia firingalavensis","FJ, GD, JX, TW",4,22559.5,50.6029,445.8143703226495
"Adenia fruticosa","BJ",1,2106.5,1.7,1239.1176470588236
"Adenia glauca","BJ, FJ, GD, JS, SH, TW",6,30841.5,45.9369,671.3883609908374
"Adenia globosa subsp. pseudoglobosa","BJ",1,2106.5,1.7,1239.1176470588236
"Adenia keramanthus","BJ, TW",2,4445.5,5.3,838.7735849056604
"Adenia kirkii","BJ, TW",2,4445.5,5.3,838.7735849056604
"Adenia pechuelii","SH, TW",2,4761,4.234,1124.4685876239962
"Adenia racemosa","FJ, SH, TW",3,8733.5,16.234,537.9758531477146
"Adenia venenata","BJ",1,2106.5,1.7,1239.1176470588236
"Adenium boehmianum","BJ",1,2106.5,1.7,1239.1176470588236
"Adenium multiflorum","BJ, FJ, GD, JX, TW",5,24666,52.3029,471.59908915184434
"Adenium obesum","BJ, FJ, GD, HB, HI, JS, JX, SC, SH, TW, YN, ZJ",12,60949,183.33690000000001,332.4426233889631
"Adenium oleifolium","BJ",1,2106.5,1.7,1239.1176470588236
"Adenium swazicum","BJ",1,2106.5,1.7,1239.1176470588236
"Adenocarpus battandieri","TW",1,2339,3.6,649.7222222222222
"Adenoncos major","SH, TW",2,4761,4.234,1124.4685876239962
"Adenoncos parviflora","SH, TW",2,4761,4.234,1124.4685876239962
"Adenoncos sumatrana","TW",1,2339,3.6,649.7222222222222
"Adenopodia patens","GD",1,11751.5,18.0029,652.7559448755478
"Adenosma buchneroides","YN",1,4671,39,119.76923076923077
"Adiantum latifolium","TW",1,2339,3.6,649.7222222222222
"Adiantum macrophyllum","JX, TW",2,6835.5,20.6,331.82038834951453
"Adiantum nudum","BJ",1,2106.5,1.7,1239.1176470588236
"Adiantum peruvianum","GD, JX, TW",3,18587,38.6029,481.4923231156209
"Adiantum petiolatum","TW",1,2339,3.6,649.7222222222222
"Adiantum raddianum","BJ, FJ, JS, TW, YN",5,21339,66.3,321.8552036199095
"Adiantum reniforme","BJ, CQ, FJ, GD, GX, HB, SC, YN",8,44385,170.9029,259.7088756246969
"Adiantum tenerum","TW, YN",2,7010,42.6,164.55399061032864
"Adiantum trapeziforme","BJ, GD, TW",3,16197,23.3029,695.0637045174634
"Adinandra acuminata","YN",1,4671,39,119.76923076923077
"Adonidia merrillii","BJ, FJ, GD, HI, JX, TW, YN",7,30288,94.7029,319.8212515139452
"Adonis dentata","SH",1,2422,0.634,3820.1892744479496
"Adromischus alstonii","TW",1,2339,3.6,649.7222222222222
"Adromischus bicolor","SH",1,2422,0.634,3820.1892744479496
"Adromischus caryophyllaceus","BJ, SH, TW",3,6867.5,5.934,1157.313784967981
"Adromischus cooperi","BJ, FJ, GD, HB, JX, SH, TW, YN",8,37511.5,110.9369,338.1336597651458
"Adromischus cristatus","BJ, FJ, GX, SH, TW, ZJ",6,21696,51.934,417.7610043516772
"Adromischus cristatus var. clavifolius","BJ, FJ, GD, HB, JS, TW",6,34172,64.3029,531.4223775288518
"Adromischus cristatus var. schonlandii","SH",1,2422,0.634,3820.1892744479496
"Adromischus filicaulis","BJ",1,2106.5,1.7,1239.1176470588236
"Adromischus filicaulis subsp. marlothii","BJ",1,2106.5,1.7,1239.1176470588236
"Adromischus hemisphaericus","FJ, SH",2,6394.5,12.634,506.1342409371537
"Adromischus leucophyllus","SH, TW",2,4761,4.234,1124.4685876239962
"Adromischus maculatus","FJ, JS, SH",3,14644.5,22.634,647.0133427586816
"Adromischus marianae","FJ, SH, TW",3,8733.5,16.234,537.9758531477146
"Adromischus marianae var. hallii","FJ, TW",2,6311.5,15.6,404.5833333333333
"Adromischus marianae var. immaculatus","BJ, FJ, SH",3,8501,14.334,593.0654388167992
"Adromischus marianae var. kubusensis","SH",1,2422,0.634,3820.1892744479496
"Adromischus montium-klinghardtii","TW",1,2339,3.6,649.7222222222222
"Adromischus schuldtianus","BJ, SH",2,4528.5,2.334,1940.2313624678663
"Adromischus trigynus","BJ, SH, TW",3,6867.5,5.934,1157.313784967981
"Adromischus umbraticola","BJ",1,2106.5,1.7,1239.1176470588236
"Aechmea abbreviata","TW",1,2339,3.6,649.7222222222222
"Aechmea aculeatosepala","BJ, TW",2,4445.5,5.3,838.7735849056604
"Aechmea allenii","BJ, FJ, YN",3,10750,52.7,203.98481973434534
"Aechmea alopecurus","BJ, GD, TW",3,16197,23.3029,695.0637045174634
"Aechmea amicorum","HB, TW",2,8091.5,22.6,358.0309734513274
"Aechmea andersonii","BJ, SH, TW, YN",4,11538.5,44.934,256.78773311968666
"Aechmea angustifolia","TW, YN",2,7010,42.6,164.55399061032864
"Aechmea apocalyptica","BJ, TW",2,4445.5,5.3,838.7735849056604
"Aechmea aquilega","BJ, GD, SH, YN",4,20951,59.3369,353.0855167694976
"Aechmea aripoensis","BJ, TW",2,4445.5,5.3,838.7735849056604
"Aechmea azurea","BJ, SH, TW, YN",4,11538.5,44.934,256.78773311968666
"Aechmea bambusoides","BJ",1,2106.5,1.7,1239.1176470588236
"Aechmea biflora","BJ, TW, YN",3,9116.5,44.3,205.79006772009032
"Aechmea blanchetiana","BJ, GD, TW, YN",4,20868,62.3029,334.9442802822982
"Aechmea bracteata","BJ, GD, SH, TW, YN",5,23290,62.9369,370.05318024878886
"Aechmea bromeliifolia","BJ, GD, JS, TW",4,24447,33.3029,734.0802152365109
"Aechmea burle-marxii","BJ, TW",2,4445.5,5.3,838.7735849056604
"Aechmea caesia","BJ, GD, YN",3,18529,58.7029,315.6402835294338
"Aechmea calyculata","GD, TW, YN",3,18761.5,60.6029,309.58089464365565
"Aechmea candida","TW, YN",2,7010,42.6,164.55399061032864
"Aechmea carvalhoi","TW, YN",2,7010,42.6,164.55399061032864
"Aechmea castanea","BJ, GD, SH, YN",4,20951,59.3369,353.0855167694976
"Aechmea caudata","GD, SH, TW, YN",4,21183.5,61.2369,345.92704725418827
"Aechmea chantinii","FJ, GD, HB, JX, SH, TW, YN",7,35405,109.2369,324.11209032845125
"Aechmea comata","GD, TW, YN",3,18761.5,60.6029,309.58089464365565
"Aechmea correia-araujoi","TW, YN",2,7010,42.6,164.55399061032864
"Aechmea cucullata","TW, YN",2,7010,42.6,164.55399061032864
"Aechmea curranii","TW, YN",2,7010,42.6,164.55399061032864
"Aechmea cylindrata","GD, SH, TW, YN",4,21183.5,61.2369,345.92704725418827
"Aechmea dealbata","BJ, GD, SH, TW, YN",5,23290,62.9369,370.05318024878886
"Aechmea decurva","YN",1,4671,39,119.76923076923077
"Aechmea dichlamydea","BJ, TW",2,4445.5,5.3,838.7735849056604
"Aechmea disjuncta","BJ, SH, TW",3,6867.5,5.934,1157.313784967981
"Aechmea distichantha","BJ, GD, SH, TW, YN",5,23290,62.9369,370.05318024878886
"Aechmea distichantha var. glaziovii","GD, SH",2,14173.5,18.6369,760.5073805192924
"Aechmea distichantha var. schlumbergeri","SH, YN",2,7093,39.634,178.96250693848717
"Aechmea emmerichiae","BJ, GD, SH",3,16280,20.3369,800.5153194439664
"Aechmea entringeri","YN",1,4671,39,119.76923076923077
"Aechmea eurycorymbus","BJ, SH, YN",3,9199.5,41.334,222.5649586296995
"Aechmea farinosa","BJ, SH, TW, YN",4,11538.5,44.934,256.78773311968666
"Aechmea fasciata","BJ, FJ, GD, JS, JX, SC, TW, YN, ZJ",9,51823.5,160.3029,323.28485635631046
"Aechmea fendleri","BJ, GD, SH, TW, YN",5,23290,62.9369,370.05318024878886
"Aechmea filicaulis","TW, YN",2,7010,42.6,164.55399061032864
"Aechmea flavorosea","BJ, TW, YN",3,9116.5,44.3,205.79006772009032
"Aechmea flemingii","BJ, TW",2,4445.5,5.3,838.7735849056604
"Aechmea floribunda","BJ",1,2106.5,1.7,1239.1176470588236
"Aechmea fosteriana","BJ, TW",2,4445.5,5.3,838.7735849056604
"Aechmea fulgens","BJ, FJ, GD, SH, TW, YN",6,27262.5,74.9369,363.8060821838107
"Aechmea gamosepala","BJ, GD, SH, TW, YN",5,23290,62.9369,370.05318024878886
"Aechmea gigantea","BJ, GD, TW",3,16197,23.3029,695.0637045174634
"Aechmea gracilis","BJ, FJ, GD, YN",4,22501.5,70.7029,318.2542724555853
"Aechmea guaratubensis","SH, TW, YN",3,9432,43.234,218.16163204885044
"Aechmea gurkeniana","BJ, SH, TW",3,6867.5,5.934,1157.313784967981
"Aechmea haltonii","BJ, TW",2,4445.5,5.3,838.7735849056604
"Aechmea hoppii","BJ, TW, YN",3,9116.5,44.3,205.79006772009032
"Aechmea incompta","BJ, GD, TW, YN",4,20868,62.3029,334.9442802822982
"Aechmea kentii","BJ, SH, TW",3,6867.5,5.934,1157.313784967981
"Aechmea lamarchei","BJ, SH, TW, YN",4,11538.5,44.934,256.78773311968666
"Aechmea leptantha","GD, SH",2,14173.5,18.6369,760.5073805192924
"Aechmea lingulata","BJ, TW",2,4445.5,5.3,838.7735849056604
"Aechmea linharesii","BJ",1,2106.5,1.7,1239.1176470588236
"Aechmea lueddemanniana","BJ, FJ, GD, SH, TW, YN",6,27262.5,74.9369,363.8060821838107
"Aechmea macrochlamys","BJ",1,2106.5,1.7,1239.1176470588236
"Aechmea magdalenae","BJ, TW",2,4445.5,5.3,838.7735849056604
"Aechmea manzanaresiana","BJ, TW, YN",3,9116.5,44.3,205.79006772009032
"Aechmea marauensis","BJ, GD, TW, YN",4,20868,62.3029,334.9442802822982
"Aechmea mariae-reginae","BJ, TW, YN",3,9116.5,44.3,205.79006772009032
"Aechmea mcvaughii","TW, YN",2,7010,42.6,164.55399061032864
"Aechmea melinonii","BJ, SH",2,4528.5,2.334,1940.2313624678663
"Aechmea mertensii","BJ, TW",2,4445.5,5.3,838.7735849056604
"Aechmea mexicana","BJ, SH, TW, YN",4,11538.5,44.934,256.78773311968666
"Aechmea miniata","GD, SH, YN",3,18844.5,57.6369,326.952004705319
"Aechmea mollis","BJ, TW",2,4445.5,5.3,838.7735849056604
"Aechmea moorei","BJ",1,2106.5,1.7,1239.1176470588236
"Aechmea multiflora","SH, YN",2,7093,39.634,178.96250693848717
"Aechmea nallyi","BJ",1,2106.5,1.7,1239.1176470588236
"Aechmea nidularioides","BJ, TW",2,4445.5,5.3,838.7735849056604
"Aechmea nudicaulis","BJ, GD, SH, TW, YN",5,23290,62.9369,370.05318024878886
"Aechmea nudicaulis var. cuspidata","BJ, SH",2,4528.5,2.334,1940.2313624678663
"Aechmea organensis","BJ, SH, TW, YN",4,11538.5,44.934,256.78773311968666
"Aechmea orlandiana","BJ, SH, TW, YN",4,11538.5,44.934,256.78773311968666
"Aechmea ornata","BJ, SH, TW, YN",4,11538.5,44.934,256.78773311968666
"Aechmea paradoxa","BJ, TW, YN",3,9116.5,44.3,205.79006772009032
"Aechmea pectinata","GD, TW",2,14090.5,21.6029,652.25039230844
"Aechmea penduliflora","BJ, JS, YN",3,15027.5,50.7,296.40039447731755
"Aechmea perforata","BJ",1,2106.5,1.7,1239.1176470588236
"Aechmea phanerophlebia","BJ, TW",2,4445.5,5.3,838.7735849056604
"Aechmea pineliana","BJ, TW, YN",3,9116.5,44.3,205.79006772009032
"Aechmea pittieri","BJ",1,2106.5,1.7,1239.1176470588236
"Aechmea pseudonudicaulis","BJ",1,2106.5,1.7,1239.1176470588236
"Aechmea purpureorosea","BJ, GD, SH, TW, YN",5,23290,62.9369,370.05318024878886
"Aechmea racinae","BJ, GD, SH, TW, YN",5,23290,62.9369,370.05318024878886
"Aechmea racinae var. tubiformis","BJ",1,2106.5,1.7,1239.1176470588236
"Aechmea ramosa","BJ, FJ, SH, TW, YN",5,15511,56.934,272.43826184705097
"Aechmea recurvata","BJ, GD, SH, TW, YN",5,23290,62.9369,370.05318024878886
"Aechmea recurvata var. benrathii","SH, YN",2,7093,39.634,178.96250693848717
"Aechmea recurvata var. ortgiesii","BJ, SH",2,4528.5,2.334,1940.2313624678663
"Aechmea retusa","BJ, TW, YN",3,9116.5,44.3,205.79006772009032
"Aechmea roberto-seidelii","GD, SH, TW, YN",4,21183.5,61.2369,345.92704725418827
"Aechmea romeroi","BJ, TW",2,4445.5,5.3,838.7735849056604
"Aechmea rubens","BJ, SH, TW",3,6867.5,5.934,1157.313784967981
"Aechmea rubrolilacina","BJ, SH, TW, YN",4,11538.5,44.934,256.78773311968666
"Aechmea seidelii","BJ, YN",2,6777.5,40.7,166.52334152334151
"Aechmea serrata","BJ, GD, SH, TW, YN",5,23290,62.9369,370.05318024878886
"Aechmea servitensis","BJ, YN",2,6777.5,40.7,166.52334152334151
"Aechmea smithiorum","BJ",1,2106.5,1.7,1239.1176470588236
"Aechmea sphaerocephala","BJ, TW",2,4445.5,5.3,838.7735849056604
"Aechmea subintegerrima","BJ, TW",2,4445.5,5.3,838.7735849056604
"Aechmea tessmannii","BJ, SH, TW, YN",4,11538.5,44.934,256.78773311968666
"Aechmea tillandsioides","BJ, GD, JX, TW, YN",5,25364.5,79.3029,319.8432844196114
"Aechmea tocantina","BJ, TW, YN",3,9116.5,44.3,205.79006772009032
"Aechmea triangularis","BJ, SH, TW, YN",4,11538.5,44.934,256.78773311968666
"Aechmea triticina","BJ, GD, SH, TW, YN",5,23290,62.9369,370.05318024878886
"Aechmea tuitensis","BJ, TW, YN",3,9116.5,44.3,205.79006772009032
"Aechmea vallerandii","BJ, SH, TW",3,6867.5,5.934,1157.313784967981
"Aechmea victoriana","FJ, GD, SH, TW, YN",5,25156,73.2369,343.4880504226694
"Aechmea warasii","BJ, SH, TW, YN",4,11538.5,44.934,256.78773311968666
